origin,dest,distance
-122.317757647.659457,-122.317760947.6592978,5
-122.317778147.6583844,-122.317781347.6582938,2
-122.315344547.6623176,-122.315421547.6620266,6
-122.316287847.6612969,-122.316018647.6612964,5
-122.31268447.6612734,-122.312567747.6612724,1
-122.315113747.6612922,-122.315026347.6612919,2
-122.285937747.5157295,-122.285918947.5149179,0
-122.284095147.6584045,-122.284221247.6584758,1
-122.286723747.6584837,-122.287253747.6584848,0
-122.281499447.6584008,-122.281306347.6584006,0
-122.279379147.6583986,-122.278722947.6583979,2
-122.280100347.6583993,-122.279440647.6583987,5
-122.281306347.6584006,-122.280675347.6583999,2
-122.282771147.6584063,-122.282099847.6584014,0
-122.287253747.6584848,-122.287253747.6587075,0
-122.289288347.658483,-122.289956147.6584842,0
-122.288274847.6584812,-122.288434947.6584824,0
-122.287253747.6584848,-122.287407647.658483,0
-122.2901927827432247.6584846308545,-122.290285747.6584848,0
-122.288275847.6584174,-122.287253747.6584204,0
-122.286722847.6584219,-122.285429547.6584123,1
-122.287126547.6584207,-122.286722847.6584219,0
-122.2885620869266547.65841928763421,-122.288434647.6584189,0
-122.289289747.6584215,-122.2885620869266547.65841928763421,0
-122.290748547.6586614,-122.290670347.6585875,0
-122.291250247.6592787,-122.291484647.6595671,0
-122.291250247.6592787,-122.291268547.6592328,0
-122.290945747.6589039,-122.29094647.6589776,0
-122.292448247.564446,-122.291691547.5644174,0
-122.29116147.5645954,-122.290683847.5646645,0
-122.291691547.5644174,-122.291591247.5645012,0
-122.293511847.5643339,-122.293012547.5643918,0
-122.29314547.5630023,-122.293171347.5629292,0
-122.293568847.5642701,-122.29331347.5636295,0
-122.293521647.5643483,-122.293537447.5643599,0
-122.293511847.5643339,-122.293521647.5643483,0
-122.293657847.5643073,-122.293648747.564293,0
-122.29360447.5643693,-122.293625547.5643629,0
-122.293568847.5642701,-122.293545947.5642762,0
-122.373674347.6621989,-122.373801647.6621986,1
-122.372092747.6621946,-122.372229147.6621951,1
-122.3735247.6621993,-122.373674347.6621989,1
-122.3762151229013647.66220549268051,-122.3762335877192447.6622055040121,0
-122.376475247.6622056,-122.377577647.6622106,1
-122.3762335877192447.6622055040121,-122.3763947.6622056,0
-122.374677647.6622,-122.374862747.6622008,0
-122.375991347.6622054,-122.376064147.6622054,0
-122.37369547.6429527,-122.373699647.6432187,2
-122.37369547.6429527,-122.373597147.6428684,8
-122.3736046492645947.64068501149351,-122.373599347.6395159,1
-122.373604747.6406961,-122.3736046492645947.64068501149351,1
-122.297356947.6406801,-122.297603347.6408453,0
-122.296885547.6404687,-122.297356947.6406801,0
-122.296524847.6405695,-122.296591847.640516,0
-122.317279747.6432143,-122.31740647.6432172,0
-122.3555821172029347.64143140631797,-122.355582147.6414353,0
-122.355588647.6399641,-122.3555821172029347.64143140631797,0
-122.35559647.6395851,-122.355588647.6399641,0
-122.395425547.5775385,-122.395469247.5757162,0
-122.395396147.5784626,-122.395425547.5775385,0
-122.39824147.6522662,-122.398894947.6522646,0
-122.402282447.6522563,-122.402928347.6522547,0
-122.39954147.652263,-122.400189347.6522614,0
-122.40092547.6522596,-122.401636147.6522579,0
-122.397569547.6522678,-122.39824147.6522662,0
-122.329506147.5308988,-122.328684947.5300588,0
-122.328259347.5274238,-122.328258347.5273492,0
-122.328258347.5273492,-122.328252447.526899,1
-122.3437163306385647.66500607615878,-122.343715347.6650523,0
-122.343774747.6621293,-122.343774247.662153,0
-122.343760447.6628606,-122.34375247.663287,1
-122.343746447.6635737,-122.343739347.6639368,1
-122.34375247.663287,-122.343746447.6635737,1
-122.343732647.6642764,-122.3437163306385647.66500607615878,0
-122.343774747.6621293,-122.342013547.662127,0
-122.342013547.662127,-122.34153347.6621264,0
-122.374189947.6437509,-122.374190547.6437879,4
-122.374203747.6434596,-122.374196547.6436107,1
-122.374189947.6437509,-122.374082347.6437435,4
-122.410007747.6540938,-122.411039347.6540965,0
-122.406345847.6540957,-122.406812347.6540976,0
-122.406812347.6540976,-122.406897447.6540976,0
-122.408963447.6540884,-122.409868447.6540938,0
-122.407887347.6540895,-122.408963447.6540884,0
-122.367819647.6988065,-122.366174547.6996537,0
-122.365545247.6999741,-122.36538647.700054,0
-122.3437583248301847.623685366007706,-122.343708847.6238398,0
-122.343770547.6236474,-122.3437583248301847.623685366007706,0
-122.343708847.6238398,-122.343678747.6239708,0
-122.343647892219447.624155575974704,-122.343637347.6242358,0
-122.343772447.6242362,-122.343785547.6240624,1
-122.3439399707077247.62353929895573,-122.343940347.6235384,0
-122.343765147.6220573,-122.343761347.6208984,0
-122.343637347.6242358,-122.343625847.6243669,0
-122.3436186590229747.62453554055722,-122.343610747.6247235,2
-122.3436240046063847.62440929982554,-122.3436186590229747.62453554055722,1
-122.395071647.6686507,-122.395127847.6686509,1
-122.395654247.6686524,-122.396187347.6686457,1
-122.395071647.6686507,-122.394990947.6686321,0
-122.402178147.6879078,-122.402080447.687922,1
-122.322052947.6788003,-122.322262347.6790254,0
-122.32138547.6780678,-122.32157147.6782718,0
-122.320643071537747.677248963893504,-122.32138547.6780678,0
-122.320282647.6768511,-122.320321947.6768945,0
-122.320131747.6766783,-122.320282647.6768511,0
-122.360611447.6205354,-122.361067747.6207959,0
-122.32907647.6068993,-122.329510647.6074149,0
-122.323778147.6128473,-122.323751347.6128374,1
-122.344617347.698561,-122.344616547.6984919,0
-122.3446186613230347.69868135697138,-122.344617347.698561,0
-122.3447618562914847.70505116374795,-122.344759647.7048983,2
-122.344605447.7014277,-122.3446508326607647.70142840098609,1
-122.344709147.7014293,-122.344969147.7014313,5
-122.3446508326607647.70142840098609,-122.344709147.7014293,1
-122.347335647.7014397,-122.348384247.7014427,1
-122.344306847.6374312,-122.345209547.6387462,0
-122.31728847.5938242,-122.317287247.5938679,1
-122.316849447.5944502,-122.316776347.5944024,1
-122.317235647.5948715,-122.317211847.5948204,1
-122.328566647.7040348,-122.328579847.7050129,5
-122.360478947.5339704,-122.360427447.5336749,0
-122.366829147.5337063,-122.367068847.5337081,0
-122.367476747.5337067,-122.367834947.5337106,0
-122.367834947.5337106,-122.3684065375753547.533716735795174,0
-122.3628547350487647.533695320062826,-122.363078647.5336972,1
-122.36581747.5337009,-122.366392347.5337003,0
-122.363182647.5336981,-122.363943947.533699,1
-122.361002447.5336797,-122.362010447.5336882,0
-122.36851547.5337179,-122.369137947.5337214,1
-122.3684065375753547.533716735795174,-122.36851547.5337179,0
-122.371186747.5337312,-122.371782847.5337328,0
-122.371782847.5337328,-122.371888447.5337328,0
-122.369825247.5337252,-122.370501147.5337282,1
-122.373933547.5337393,-122.374590947.5337416,0
-122.375275547.5337499,-122.375910547.5337501,0
-122.372584347.5337373,-122.373253747.5337358,0
-122.381245647.5613853,-122.3812790911217547.56135945745765,0
-122.3812790911217547.56135945745765,-122.381377447.5612836,0
-122.3813785805209347.5612823315991,-122.381417747.5612403,0
-122.381377447.5612836,-122.3813785805209347.5612823315991,0
-122.386015947.5610882,-122.386114547.561089,0
-122.282613547.668516,-122.28251847.6685195,0
-122.282135447.6685695,-122.280219147.6689126,1
-122.27946447.6690478,-122.279453122163747.66904948912908,1
-122.277811447.669297,-122.277687347.66931,0
-122.279453122163747.66904948912908,-122.278060147.6692658,1
-122.262233147.6821333,-122.261921247.6821334,0
-122.263673147.6824699,-122.263671947.6823983,1
-122.263640071290447.68048883084566,-122.263656147.6810896,1
-122.2636147.6793585,-122.263612547.6794535,0
-122.323928147.5535555,-122.323886947.5534965,0
-122.3238548460665547.55336399591989,-122.323854747.5533628,0
-122.323854747.5533628,-122.323174747.553362,0
-122.322226586837347.55336020231927,-122.322014447.5533598,0
-122.323174747.553362,-122.322226586837347.55336020231927,0
-122.336798247.5557364,-122.335831247.5557252,2
-122.338158247.5557285,-122.337903247.5557409,0
-122.332403447.5556779,-122.331135847.5556714,3
-122.335322847.5557209,-122.334213747.5556866,2
-122.334213747.5556866,-122.333902347.5556851,3
-122.330909247.5556702,-122.330371747.5556689,1
-122.32952147.5556669,-122.328362347.5556615,0
-122.328362347.5556615,-122.328025247.555659,0
-122.347062447.5337486,-122.347057947.5336864,0
-122.347148947.5346296,-122.347083447.5343737,0
-122.347057947.5336864,-122.347042647.5336034,0
-122.346959147.5333173,-122.346924847.5332072,2
-122.347513747.5340674,-122.347846447.5340639,0
-122.358182847.5336856,-122.358429847.5336865,0
-122.35640947.5336733,-122.357057247.5336794,0
-122.357753447.5336849,-122.358182847.5336856,0
-122.3550711804233447.53366351804229,-122.355737947.5336667,2
-122.361587247.5707603,-122.361371947.5709351,0
-122.2976296224369647.59553182723607,-122.297593847.5955314,0
-122.298800147.5955458,-122.298415547.5955412,0
-122.299039847.5955498,-122.298800147.5955458,0
-122.377714547.6622063,-122.37784947.6622018,0
-122.349729947.6462467,-122.349737347.64636,0
-122.327013547.6444991,-122.32690947.6444986,1
-122.32704547.6432074,-122.326512147.6432074,2
-122.349918247.6468974,-122.349760647.6468952,0
-122.349907947.649597,-122.351177247.6497873,0
-122.319786447.6558599,-122.319732447.6558529,2
-122.320723747.6558953,-122.319897947.6558641,1
-122.30565447.6506177,-122.305496647.6506489,0
-122.303885647.651066,-122.303958947.650953,4
-122.32314547.6072144,-122.32261747.6074425,0
-122.322063747.6076815,-122.321068747.6080875,0
-122.323801147.6079315,-122.324138647.6083004,0
-122.32314547.6072144,-122.323189147.6072626,0
-122.32252847.6064931,-122.322585747.6066031,0
-122.323893547.607893,-122.323840747.6078353,0
-122.323801147.6079315,-122.32326547.6081558,0
-122.324488547.6086189,-122.324324447.608436,0
-122.323370947.6090909,-122.322261347.6095665,0
-122.324488547.6086189,-122.324372447.6086679,0
-122.324673147.6088271,-122.324554647.6086934,0
-122.321879547.6057823,-122.321280547.6051231,1
-122.322236947.6066121,-122.322035347.6066945,0
-122.323738947.5983616,-122.323114347.5983597,1
-122.322444947.5983577,-122.32203147.5983564,2
-122.319629347.5983491,-122.319015647.5983473,4
-122.327412447.5983727,-122.327317947.5983724,3
-122.288026247.5787553,-122.287984447.5785737,1
-122.344791547.6232045,-122.344567947.6234165,0
-122.34562847.6245397,-122.346243147.624537,1
-122.360211847.5597421,-122.360223947.5603979,4
-122.363347847.5630091,-122.363349647.5629019,0
-122.3183659964274347.655416886619626,-122.318373147.6553933,2
-122.318362847.6554275,-122.3183659964274347.655416886619626,2
-122.376234647.6641493,-122.3762343481233647.663665642876275,0
-122.3762335877192447.6622055040121,-122.3762332315582547.66152159858815,0
-122.3762343481233647.663665642876275,-122.3762335877192447.6622055040121,0
-122.3762332315582547.66152159858815,-122.376233247.661461,0
-122.34703347.6160155,-122.346956847.6159707,1
-122.34703347.6160155,-122.347131447.6160735,0
-122.329014747.6000384,-122.329014647.600055,2
-122.34703347.6160155,-122.347121747.6159472,0
-122.373790247.5443374,-122.373221147.5443335,0
-122.373249447.5436809,-122.373800947.5436957,0
-122.373249447.5436809,-122.373260347.5433403,0
-122.3768737995514647.5174888606357,-122.376883347.5175813,0
-122.344571147.6145668,-122.344251647.6143759,0
-122.333382847.6049096,-122.333317347.6048393,1
-122.33597847.6077623,-122.336048447.6078394,1
-122.387219947.544879,-122.3872200325980247.544869488121755,0
-122.386774347.5610971,-122.386809147.5602999,1
-122.332716447.6041943,-122.332836547.6041426,0
-122.387219947.544879,-122.3872218484166447.544878693781534,0
-122.3706821264496547.57155413351328,-122.370677247.5714661,4
-122.370693347.5717538,-122.3706821264496547.57155413351328,3
-122.38761647.5611378,-122.387486647.5611375,1
-122.367346447.5210343,-122.367248447.5210336,1
-122.376760147.5210765,-122.3767849358282547.52107680557771,1
-122.368729947.5714082,-122.3666747.5714154,7
-122.3666747.5714154,-122.3660752353967647.571480553307104,1
-122.3660752353967647.571480553307104,-122.365712447.5715203,0
-122.355399847.6245772,-122.355394447.624775,0
-122.353841247.6176898,-122.353979447.6177689,0
-122.352516347.6169102,-122.352868747.6171176,0
-122.36078147.7034861,-122.360777647.7027376,2
-122.3646547.7004237,-122.364746847.7005208,0
-122.3503485541059647.61858044804933,-122.350333347.6185922,0
-122.35080247.6182311,-122.350678947.6183259,0
-122.3687029296981947.62684785838483,-122.368979747.6270564,1
-122.368412647.6266291,-122.3687029296981947.62684785838483,1
-122.359743447.702914,-122.359448147.7030643,0
-122.358479347.7035576,-122.358354647.7036216,0
-122.362198847.701652,-122.361946947.7017824,1
-122.363528647.700986,-122.363202647.7011493,1
-122.3646547.7004237,-122.364502147.700498,0
-122.355399847.6245772,-122.354594647.624571,0
-122.354109747.6245672,-122.35341647.6245673,2
-122.348867847.6245538,-122.348403447.6245512,1
-122.352787747.6245675,-122.351481147.6245678,2
-122.351481147.6245678,-122.348867847.6245538,1
-122.367807247.6265577,-122.367997347.6266252,0
-122.3681375264983747.62665642140288,-122.368179247.6266657,0
-122.368408689745147.62663015533567,-122.368412647.6266291,0
-122.323167347.7062852,-122.323171547.7064786,5
-122.326013447.5743639,-122.326017947.5736868,0
-122.325990947.5777519,-122.325994647.5771795,0
-122.326005747.5755195,-122.326009547.5749552,1
-122.325963447.5818814,-122.325968247.5811679,1
-122.325968247.5811679,-122.325977347.5798002,1
-122.325949647.5839568,-122.325957347.5829948,3
-122.325977347.5798002,-122.325980847.5792807,0
-122.326017947.5736868,-122.326023447.5728606,0
-122.325935147.5861458,-122.325936347.5859698,2
-122.325935147.5861458,-122.32593447.5863062,1
-122.325921247.5882334,-122.325912447.5895575,0
-122.325134847.586144,-122.325012847.5861446,0
-122.327565447.5861499,-122.327427147.5861495,1
-122.326776747.5924041,-122.327045947.5924027,0
-122.37271647.5210557,-122.372020747.5210527,2
-122.371345847.5210497,-122.371239347.521049,4
-122.369991847.5210405,-122.368739747.5210417,2
-122.375423847.5210737,-122.374756347.5210705,0
-122.376760147.5210765,-122.376614547.5210762,1
-122.374063147.5210685,-122.37271647.5210557,0
-122.337874947.6129735,-122.337989647.6128869,0
-122.332591447.6274103,-122.332434947.6274576,0
-122.33094647.6286921,-122.331119247.6286144,0
-122.342434447.6077598,-122.342616147.607868,4
-122.35403147.6144471,-122.354157647.614523,0
-122.352167647.6133397,-122.352305647.6134205,0
-122.351154947.6128085,-122.351291647.6128806,0
-122.3463485256098847.61004121175951,-122.347513347.6107283,1
-122.381590947.5538169,-122.381592547.5537326,0
-122.324263347.6083679,-122.324232747.6082635,0
-122.325207947.5943362,-122.325081947.5941486,0
-122.325081947.5941486,-122.324622547.5934644,0
-122.32543247.5946187,-122.325388947.5945769,0
-122.325072847.5947584,-122.325136647.5946619,0
-122.272833747.5279082,-122.273442547.5279093,3
-122.271432747.5279093,-122.272833747.5279082,7
-122.274522647.5279083,-122.275437847.5279133,2
-122.273442547.5279093,-122.274044347.5279087,4
-122.270211347.5279097,-122.271106147.5279051,6
-122.26999547.5279115,-122.270211347.5279097,2
-122.411186647.6644482,-122.411141747.664494,0
-122.411142747.6649031,-122.411202147.664904,0
-122.410970447.6647904,-122.410998447.6648275,0
-122.320606247.6557712,-122.320704447.6557919,1
-122.320704447.6557919,-122.320779747.6558068,2
-122.334373547.6259478,-122.334153347.6259528,2
-122.38746147.6541161,-122.387458647.653976,0
-122.314430347.6553518,-122.314429247.6554271,3
-122.318139947.6556591,-122.318043547.655804,1
-122.315589347.6562376,-122.315720547.6562394,2
-122.317413147.6560272,-122.317048547.6560278,2
-122.31328747.655967,-122.313163247.6559655,0
-122.31363447.6559725,-122.313395747.6559685,0
-122.317812747.6565442,-122.317817247.6565037,0
-122.310737547.6703202,-122.309877247.6700288,0
-122.311902247.6707196,-122.311819547.6706912,0
-122.306514647.6706849,-122.306405947.6706648,0
-122.378882147.6701709,-122.380116547.6701707,1
-122.390134247.6702051,-122.392877647.6701936,0
-122.395649447.6701931,-122.398317128126147.67019766361078,0
-122.392877647.6701936,-122.395649447.6701931,0
-122.384737147.6701817,-122.38554747.6701847,2
-122.38215647.6701705,-122.383891147.670178,4
-122.387602747.670194,-122.389577247.6702026,0
-122.398338447.6701977,-122.399078347.670427,0
-122.398317128126147.67019766361078,-122.398338447.6701977,0
-122.340023247.5887606,-122.339864747.5887105,1
-122.355134447.6306548,-122.354694547.6306548,0
-122.332568147.6259645,-122.332664347.625964,2
-122.330847147.6259834,-122.330953947.6259822,2
-122.40092547.6522596,-122.400923447.65245,1
-122.400895147.6558639,-122.400893347.6560829,0
-122.400912547.6540798,-122.400908647.6542296,1
-122.40093647.6468343,-122.400935747.646915,2
-122.400923847.6504509,-122.400923947.6506462,0
